timestamp,engine_id,model_id,mission_id,altitude,ambient_temp,rpm,throttle,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_rms,battery_voltage,alternator_current,injection_timing,mission_phase,fault_label,fault_active,fault_severity,data_quality,sensor_status,simulation_seed,health_index,rul,cht_residual,egt_residual,oil_pressure_residual,fuel_flow_residual,rpm_residual,vibration_rms_residual
2026-01-01T00:00:00Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,0.457075619631647,17.844002384063927,1221.2036095664516,0.9218811294327824,61.57179860694873,718.5933512328442,55.00388616126691,54.19045765945847,18.747346608791453,0.3881756206748346,13.749928605912551,6.132023201635014,24.48589127130085,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.9,3600.0,-2.235,-3.34481,0.028641,-0.030844,4.960368,-0.034707
2026-01-01T00:00:01Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,3.6353062548964936,18.057487512448915,1579.4752668365945,0.9211819460126095,76.80867458083908,749.7043588744801,62.93569302661692,55.94199260735904,21.85192405355808,0.5861926130391805,13.805512357063856,8.39810788808771,25.790924071000507,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.87,3600.0,-1.376358,1.951819,-0.044259,-0.05541,-8.000777,0.048364
2026-01-01T00:00:02Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,4.687352667218912,18.029538831876835,1857.0847550642275,0.9217505308949048,90.66912566744872,765.0163711450775,68.51729656394348,57.183238633773236,24.1824954862594,0.6772323393724236,13.869130918243693,10.36531544016231,26.70604025325425,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.83,3600.0,2.347034,-1.283625,-0.232404,0.004752,2.026182,0.044476
2026-01-01T00:00:03Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,6.809222515070385,18.07357145901385,2050.885630727962,0.920002313918756,95.70320831475752,779.7079800499932,72.96600273998062,60.30191215792377,25.80035811595993,0.7337652412795851,13.919553464620353,12.25493952491116,27.635453495783256,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.84,3600.0,0.158808,0.367728,0.084207,0.034041,4.193632,0.027427
2026-01-01T00:00:04Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,5.592044047994277,17.90149376199085,2181.768316797847,0.9205000220812911,100.39236917248715,792.8343389651718,75.52918616754178,62.12786670481881,26.889920482788753,0.7502156206705463,13.954839894827327,13.54887374879118,28.160526041530133,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.89,3600.0,-0.073507,4.048611,-0.334311,-0.051827,-3.205468,-0.012789
2026-01-01T00:00:05Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,10.91224307502211,17.884496794718288,2282.1113968593772,0.9239381739847365,104.33020198597491,792.9207193008488,77.58446779341355,62.31268325309913,27.857751508627352,0.8121530424828279,13.99407027656886,14.207788029198074,28.448152526212937,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.0,3600.0,-0.318272,-3.476876,-0.464798,-0.016771,-4.231363,0.004962
2026-01-01T00:00:06Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,12.605052257617672,17.877764685708634,2361.87065912343,0.9213428147845334,106.90900517760568,800.2466609128753,79.12070650063468,65.05971130263724,28.433358505736393,0.8388111723853783,14.004672906452537,15.102500767369,28.79205919752636,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.17,3600.0,-0.208328,-0.654595,-0.470176,0.007434,4.032642,0.001047
2026-01-01T00:00:07Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,13.463382884346974,17.848033030971155,2409.916601637981,0.9197364422431951,107.63491863440484,801.6007988857418,80.32867938315971,66.5273474144252,28.866270081993044,0.8467140580201495,14.041439529976135,15.400478842422448,28.996842239602117,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.36,3600.0,-1.185517,-2.482673,-0.352369,0.0477,1.520153,-0.013137
2026-01-01T00:00:08Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,14.155129035540739,17.868073255208742,2440.842809159397,0.9228774894037545,111.86044419983013,803.2983754383216,81.71832133438991,67.84496497500136,29.214645382952796,0.8213173670048663,14.013467248537774,15.72398986864977,29.061853822694935,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.45,3600.0,1.232165,-4.020147,0.21478,0.003065,-5.698251,-0.056752
2026-01-01T00:00:09Z,O320_CLASS-SIM-01,O320_CLASS,RAPID_RESPONSE,17.532778218285163,18.126516833698137,2474.013281977535,0.9219530050147563,112.15436315058221,810.157265560201,82.68087526847584,69.67823775408793,29.507183968897763,0.9504276990809374,13.982053671336356,15.966218182741029,28.990376345571434,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.46,3600.0,0.006387,0.863973,0.597917,0.085587,0.600723,0.06032
