timestamp,engine_id,model_id,mission_id,altitude,ambient_temp,rpm,throttle,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_rms,battery_voltage,alternator_current,injection_timing,mission_phase,fault_label,fault_active,fault_severity,data_quality,sensor_status,simulation_seed,health_index,rul,cht_residual,egt_residual,oil_pressure_residual,fuel_flow_residual,rpm_residual,vibration_rms_residual
2026-01-01T00:00:00Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,0.457075619631647,14.844002384063925,1172.0531583706452,0.8018811294327824,61.80567713804521,756.8602314329595,67.56452818142527,51.10521814433404,27.570392834897568,0.4200135658678845,27.483356788559732,9.647452297906566,26.88002634376462,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,90.95,3600.0,-2.53083,-3.777371,0.037215,-0.050867,4.514499,-0.038958
2026-01-01T00:00:01Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,4.468639588229827,15.052070845782252,1401.8815740900789,0.8016634274940909,73.36494854044217,782.8311363330439,74.11469042663839,52.68231400774136,30.98060902957594,0.5965406483401766,27.559403262408505,11.913510692309439,27.82486924479229,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,90.93,3600.0,-1.45971,2.205859,-0.045298,-0.072793,-6.845268,0.054543
2026-01-01T00:00:02Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,6.354019333885578,15.0187054985435,1594.347722954694,0.8027134938578677,85.25611575004349,794.4280648024582,78.95460212543966,53.64961229139352,33.698117676126145,0.6625050858493646,27.65041324344787,13.95036626194796,28.52176659293136,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,90.89,3600.0,2.592642,-1.417059,-0.256941,-0.001993,1.927989,0.05021
2026-01-01T00:00:03Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,9.309222515070385,15.057321459013849,1735.0962352526094,0.8014467583632005,88.80064452139005,807.5331160801495,83.12899914132606,56.58118918318141,35.697597800580205,0.6997445074467115,27.725768142787995,16.029222259665048,29.325581342960863,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,90.89,3600.0,0.241604,0.428892,0.093179,0.050441,3.611876,0.030808
2026-01-01T00:00:04Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,8.92537738132761,14.879827095324181,1834.6049537408367,0.802425948007217,92.77236216901446,820.327993473495,85.5725589617624,58.132583165667874,37.13696583573212,0.7003328701564102,27.781486326864805,17.5012330151507,29.784444158485204,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,90.95,3600.0,-0.147592,4.517126,-0.380515,-0.051695,-2.961389,-0.014551
2026-01-01T00:00:05Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,15.07890974168878,14.857413461384956,1916.0079897446174,0.806345581392144,96.45028904794691,819.4479088593188,87.68924319176335,57.94841644377593,38.46442970543678,0.7584945435763873,27.842208017018564,18.286679733696474,30.043072389516333,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.07,3600.0,-0.401941,-3.899717,-0.521281,-0.036189,-3.647452,0.005716
2026-01-01T00:00:06Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,17.605052257617672,14.845264685708631,1984.5937359335069,0.8042317036734222,98.9874356255917,827.2625403810183,89.37027066442656,60.50353525817006,39.3313670621606,0.7815386406778333,27.8640837213054,19.402575633278055,30.380554766184357,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.27,3600.0,-0.288053,-0.742683,-0.531957,0.02033,3.421834,0.001051
2026-01-01T00:00:07Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,19.296716217680306,14.81011636430449,2028.4018336263655,0.8031068126135655,99.72321950074131,828.7477265296986,90.76763510790387,61.72103382138296,40.02336322319566,0.7866086221477064,27.919984368622323,19.8289154439335,30.59195976125962,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.48,3600.0,-1.389046,-2.813991,-0.407407,0.089018,0.945743,-0.015276
2026-01-01T00:00:08Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,20.821795702207407,14.82473992187541,2058.7860665968597,0.8067293412556064,104.37359174443183,830.827883373098,92.41498671657955,62.80307265309249,40.60286768109582,0.7562736307098956,27.888662818351595,20.29798597269341,30.670548481300735,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.58,3600.0,1.274221,-4.535849,0.233766,0.011254,-5.258323,-0.064179
2026-01-01T00:00:09Z,AE300_CLASS-SIM-01,AE300_CLASS,LONG_ENDURANCE_LOITER,25.032778218285166,15.077766833698139,2091.8107455652976,0.8062863383480896,104.8345535384252,838.8034971681393,93.60250587019243,64.45747912993652,41.101036593644494,0.9010609547819782,27.851886253110788,20.67234393406388,30.6158023367222,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.6,3600.0,0.21263,0.968725,0.663004,0.124308,0.192489,0.067398
