timestamp,engine_id,model_id,mission_id,altitude,ambient_temp,rpm,throttle,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_rms,battery_voltage,alternator_current,injection_timing,mission_phase,fault_label,fault_active,fault_severity,data_quality,sensor_status,simulation_seed
2026-01-01T00:00:00Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,0.457075619631647,9.844002384063925,1182.0036095664516,0.8518811294327824,47.226257773615394,701.7145512328442,54.15863616126691,46.07996592612513,17.662159942124784,0.3668682428970568,13.740781939245885,5.747127983857237,24.27290460463418,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:01Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,4.468639588229827,10.052070845782252,1512.1774045440866,0.8514319460126094,60.002580451187995,729.1092159835478,61.48458287093473,47.683232512533095,20.313202514008108,0.5506964616559674,13.789809522528937,7.683129985399917,25.454750811790856,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:02Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,6.354019333885578,10.0187054985435,1769.6825236114807,0.8522505308949047,72.10836632163898,741.7676642953274,66.63268594824363,48.754680736496375,22.320140811404038,0.6298622615234939,13.848737064238053,9.368252540861917,26.28180284303167,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:03Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,9.309222515070385,10.057321459013849,1949.134299171637,0.8507523139187559,75.89496729902973,754.569736430793,70.77198965329737,51.69325688583836,23.70775531454655,0.6770244803593094,13.895811487257212,11.03256749573333,27.148426987145132,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:04Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,8.92537738132761,9.879827095324181,2069.811632878715,0.851500022081291,79.70106606781366,766.355820015443,73.1151201705355,53.33647348513993,24.634203764085708,0.6863390571085127,13.92871666857953,12.153551817265855,27.62889907412288,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:05Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,15.078909741688777,9.857413461384956,2162.9328129893133,0.8551881739847365,83.01768500661342,765.4967967801091,75.01467957871532,53.34103659785823,25.48718421570547,0.7429732205691325,13.966261940332512,12.683141913044304,27.88501419248209,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:06Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,17.605052257617672,9.845264685708631,2237.618215096045,0.8528428147845333,85.16342883696232,772.1612200777995,76.4415131762942,55.91362969560686,25.982638358039456,0.7657627818608893,13.975680669512814,13.48299721881181,28.206828839164864,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:07Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,19.29671621768031,9.81011636430449,2282.1368401802697,0.851486442243195,85.5914916793544,773.0579400895043,77.57342827672781,57.21472374828868,26.360342964649497,0.7708894241490474,14.011624252302669,13.712507299346598,28.396298363027345,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:08Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,20.821795702207407,9.82473992187541,2310.6491951289245,0.8548774894037544,89.61633640988961,774.4448442127509,78.91102153185784,58.3748868676323,26.671446963780383,0.7435334498349859,13.983088738597331,13.98735902903337,28.450874530710088,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
2026-01-01T00:00:09Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,25.032778218285163,10.077766833698139,2342.2074641844038,0.8542030050147562,89.77941536768004,781.0985770147819,79.83881232231145,60.060378889083324,26.939610557175257,0.8712883200048264,13.951298980517956,14.19560449782965,28.3724721690691,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42
