timestamp,engine_id,model_id,mission_id,altitude,ambient_temp,rpm,throttle,cht,egt,oil_pressure,oil_temp,fuel_flow,vibration_rms,battery_voltage,alternator_current,injection_timing,manifold_pressure,coolant_temp,fuel_pressure,knock_index,harmonic_freq,vibration_kurtosis,vibration_peak_hz,compression_ratio,valve_clearance,radiator_airflow,coolant_delta,cht_cyl_1,cht_cyl_2,cht_cyl_3,cht_cyl_4,egt_cyl_1,egt_cyl_2,egt_cyl_3,egt_cyl_4,cyl_pressure_1,cyl_pressure_2,cyl_pressure_3,cyl_pressure_4,mission_phase,fault_label,fault_active,fault_severity,data_quality,sensor_status,simulation_seed,health_index,rul,cht_residual,egt_residual,oil_pressure_residual,fuel_flow_residual,rpm_residual,vibration_rms_residual
2026-01-01T00:00:00Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,0.457075619631647,9.844002384063925,1182.0036095664516,0.8518811294327824,47.226257773615394,701.7145512328442,54.15863616126691,46.07996592612513,17.662159942124784,0.3668682428970568,13.740781939245885,5.747127983857237,24.27290460463418,25.601086181045208,31.941507473801632,4.227535376855839,0.7353752352247496,38.7205586995855,3.0878450301307274,19.560059271211,7.017127752729095,0.1465953522779803,18.811270669337013,15.284750299813762,46.13570577689679,53.72500826675533,47.83929967426765,52.36596377833002,698.0663321930923,718.2081978347879,703.2624630090237,716.3949428026115,8.543826798689231,9.135360581674277,8.66123818174017,9.01561835380604,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.88,99.87,-2.31054,-3.333663,0.028625,-0.02948,4.959594,-0.034683
2026-01-01T00:00:01Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,85.02679177241467,9.441241214685103,1521.9156740438984,0.8691843709019509,63.54668240652108,731.5414432675846,61.92849542116967,47.297498140824786,20.764695924969033,0.5139380920636737,13.803242607269109,8.149745016063571,25.605381592254087,26.063684216102203,44.82003431672255,4.351075393533174,1.024374887387103,50.22598628539212,2.9754494061227055,25.10098397422574,7.015055390356318,0.14862428874386657,19.159976209751456,18.72664808979853,58.26722438759157,69.01838859301866,59.04166640370773,64.26364351615278,722.1715670348909,743.4419748336538,728.8169875789545,737.0633495451757,9.15031769524239,9.741227557609099,9.396853771522837,9.552911355031735,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,91.95,98.87,0.893292,2.070515,0.221656,0.035415,-6.517458,0.005037
2026-01-01T00:00:02Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,164.75313718165978,8.746673584566144,1785.024049462725,0.8926609881547741,73.83505636120704,751.4353095419211,67.22728552734067,49.54608499116644,23.30289187904352,0.5919402402962884,13.871925179601895,9.816383495101741,26.514750302926725,26.43054565065785,54.707473761451126,4.410419811742542,0.8652550596680593,59.75223598438844,3.131525947398669,30.230219403336253,7.046843560903752,0.14950757257745287,18.41180258251707,19.12758259975591,70.34456816156276,75.93314382698532,70.29347676928772,73.68009605939076,738.7173556739473,762.908418836922,743.9926589906715,753.5746084946335,9.867571307755856,10.335131926248057,9.972634289410339,10.078943629532182,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.07,97.87,0.26982,1.742024,-0.180538,0.012517,-7.802534,-0.012743
2026-01-01T00:00:03Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,249.69184366319857,8.232496691763412,1989.3342819129432,0.9141806162749148,80.80380620370744,767.3741322835937,71.79859790027359,50.57529918024934,25.29755387952509,0.6881329912179042,13.888926079582786,11.781914839932737,27.344579801767736,27.2501827575005,64.68510620955983,4.372333852841435,1.2021573549284865,66.51154989265748,3.284117006251523,33.86886477206746,7.045416576664376,0.15731651445609782,18.238472452973213,16.118699994147605,78.71696341241363,86.28672679942997,81.0918760068046,82.81156149020379,760.1935260151722,777.6214050834327,758.875654291221,768.2413359311064,10.326876423809468,10.968845441445001,10.611533787348796,10.92490431329404,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.25,96.87,-2.111482,0.889155,0.067935,-0.113803,-3.97181,0.001971
2026-01-01T00:00:04Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,333.9549474832473,7.6849026153285545,2128.4510986284995,0.9338687562580209,89.88979721069363,779.3059048045046,74.76766607797923,52.57654060992691,27.213829496883932,0.759868908191657,13.935859364292854,12.945973181340714,27.699328603675887,27.455268001076334,72.82230048441137,4.540679146092935,1.3086830523153812,72.00828538465652,3.1529400125411593,34.81050280143887,7.023017687951136,0.14637386967732122,20.104962481499935,17.067496726282258,86.43324650622944,96.92306033067054,88.31093575793548,94.26268604437739,773.4991508532714,791.8743842619796,777.2220103765476,783.3799348686657,10.8222833044349,11.35019884988907,10.838549067214954,11.074362522370764,TAKEOFF,HEALTHY,False,0.0,1.0,OK,42,92.45,95.87,-0.927969,-1.066352,-0.270471,0.031679,-18.245117,0.005634
2026-01-01T00:00:05Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,494.7033263210274,7.022974799572679,2235.273586478496,0.8993923529774099,92.35788470570859,784.248885183485,77.00824115564669,53.80414583399439,27.43196072509338,0.8003302549445916,14.007337865592858,13.861860168247535,28.042822393366013,26.147258293921844,75.33563568397054,4.555057096083523,1.2291526799241097,74.27486145842896,3.372688427149122,36.347591013863685,7.02487240775118,0.1532166339734452,18.371874781006845,17.022249021738048,88.80721053810542,96.56972899039876,91.32125516138393,96.1261161301561,773.2556355499231,794.9156972090485,771.8333645261249,785.8377256234276,10.877244601897752,11.447197978687292,11.024450834166883,11.307973148265118,CLIMB,HEALTHY,False,0.0,1.0,OK,42,92.65,94.87,0.098051,3.017281,0.07222,0.053969,0.559553,0.016909
2026-01-01T00:00:06Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,968.0405204802007,3.517707759005732,2287.2196436558597,0.8968094389111106,96.33559249756952,787.1521001081228,78.2781358086585,56.366274935070585,28.22189619802569,0.7827983800703757,13.966911640227108,14.479340494926607,28.479655800985846,25.61658268461415,78.80119203610617,4.490219152453528,2.092362639796727,77.17090869614432,3.1631845325738808,37.8863365060124,7.0153018409144785,0.14704646493018256,18.497070240611677,17.53440046146335,95.33758064213622,100.43517445418846,94.54758055070216,95.50786666619588,776.1572077832266,793.4579623092826,780.056887262763,787.0146232103585,11.150192824689022,11.617115557720695,11.190370209397948,11.71807359799149,CLIMB,HEALTHY,False,0.0,1.0,OK,42,92.82,93.87,-0.1106,2.871603,0.215882,0.012513,0.274533,-0.027552
2026-01-01T00:00:07Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,1436.957755016978,0.48270438545402616,2329.4647036119786,0.9017360602644067,99.62027204957406,785.7221416608378,78.79883730837408,57.564216085699144,28.830282799338455,0.8177517529879408,14.003432986205114,14.909548379812524,28.531444700150736,25.206103100622496,81.92623535746847,4.472110574436031,1.2974267837181728,77.2750647909934,3.2065175715785985,38.95672074112625,7.0661657507137585,0.15077714663834232,18.29332869028245,17.694036692105584,97.90588502553126,105.82627859380158,98.74381495385019,103.50089339667441,778.3509042575673,804.9222689795996,788.3628287602336,792.8003037104774,11.24143486151334,11.813486520530248,11.547770874536031,11.713499376300692,CLIMB,HEALTHY,False,0.0,1.0,OK,42,92.96,92.87,-1.999263,-2.04056,0.070242,-0.206922,11.616799,-0.012935
2026-01-01T00:00:08Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,1911.8313262161985,-2.6839101202683495,2332.2170234983305,0.8949829147505028,103.75806628517326,786.234659087506,78.98393331285656,56.83660713668545,29.364830266546605,0.832657248589951,13.974893432304494,15.058180458301957,28.877860130169832,24.307739528456143,86.90110289486289,4.4947251552522225,1.496155882096443,77.3072932308682,3.093765245202213,39.00902164773571,7.081458927122961,0.1423306929754193,18.33541867045705,16.85696339031037,101.3977952717863,109.79859658772736,102.31123534041471,106.58889884793682,783.3136048902277,801.161436832094,789.6104059223607,795.9457067730639,11.430484323376094,12.13487215115515,11.580476841760792,11.851596443205493,CLIMB,HEALTHY,False,0.0,1.0,OK,42,93.14,91.87,-1.314779,-1.290527,0.047854,-0.060557,4.74669,-0.005621
2026-01-01T00:00:09Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,2382.888476903031,-5.481684794287783,2316.811437682312,0.894201390091412,107.6550458729713,789.2346140814349,78.75029181154207,58.083995665609315,29.80551458040058,0.9133478350132093,14.003814433996858,14.727649195382677,28.670086513070782,24.002583886736545,90.65438634681612,4.5610097019642195,1.6211273231856336,77.06356239466777,3.17104585432183,38.73273947877958,7.023331036342922,0.1466442986130171,17.85321795728328,17.000659526155175,107.60197827486918,114.78215242904581,104.43207595781199,111.52556031425453,779.4948389450884,800.5204090815088,789.1273672703444,786.0890233949765,11.402389975184848,12.096950755023604,11.473150697243822,11.957754173044417,CLIMB,HEALTHY,False,0.0,1.0,OK,42,93.18,90.87,-1.816012,1.346996,-0.139574,-0.036155,-8.515694,0.070886
2026-01-01T00:00:10Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,2856.1080904746063,-8.434123513234596,2306.810784671962,0.8919978977503028,114.36291977127091,787.0570724316899,78.68285568318116,57.467260303965816,30.030723455057867,0.8344746533077595,13.974745935284727,15.232062373619444,28.8206334651409,23.523804540044356,94.9807466798284,4.557456215001224,1.2237782968879503,76.63481945682605,3.292531259597018,39.19848038512386,7.048457013295604,0.15664480295218494,17.92675994008318,19.38217309144251,111.14348400441915,118.7119286560702,115.37223355460318,114.773011370785,772.4643105051475,803.2876404658984,782.1017790884765,791.7985187143761,11.580573785280816,11.94762896720726,11.525677953363484,11.737707495522466,CLIMB,HEALTHY,False,0.0,1.0,OK,42,93.26,89.87,0.769595,-0.089919,0.03091,-0.110387,-7.482329,-0.007738
2026-01-01T00:00:11Z,O320_CLASS-SIM-01,O320_CLASS,HIGH_ALTITUDE_ISR,3326.586573342739,-11.564610064653003,2298.700643804299,0.8890710668771756,115.52924959557313,779.4002609879244,78.24705166330115,56.74297192164814,30.34127478586949,0.8656416440416757,13.979532242542847,15.281642977164696,28.673060573618383,23.284325846875845,98.66083004594807,4.471239518257514,1.5188076085502462,76.89383560643529,3.230676681971803,38.658719488948975,7.04334238348013,0.14941228916335933,17.72150396260387,16.86841954962506,111.03497809966274,120.07986016413183,113.80129056007974,115.72414447647152,775.1407262590405,799.4238212786893,781.3208673803583,790.7688898253316,11.5687636842109,12.187841175055453,11.626095249695947,11.97991315563959,CLIMB,HEALTHY,False,0.0,1.0,OK,42,93.32,88.87,-1.953767,-6.126716,-0.029763,-0.012199,1.804902,0.026844
